title,adult,original_language,overview,tagline,genres,production_country,year
"I Hate My Boss So Much I Could Die, But When We Went On A Business Trip And To My Surprise, We Ended Up Sharing A Room At A Hot Spring Resort Inn… I Got Fucked By This Ugly Horny Old Man, And He Made Me Cum, Over And Over Again. Karen Kaede",1,14,Worst ... I hate it because it's a shared room with my boss ... Karen gets fucked without any means of being threatened by being voyeurized with sleeping pills. I'll make you squid so much that I don't care about my boyfriend (laughs). A sweaty piston of an ugly junk father who continues until morning in a room with a broken air conditioner! 2 shots! 3 shots! An unequaled penis that doesn't fade even if you put it out! Isn't it? Can't you stand it? Look cool! Give it a go! Noaaaaaaa!,"['Beautiful Girl', 'Cheating Wife', 'Digital Mosaic', 'Featured Actress', 'Hi-Def', 'Hot Spring', 'Sweating']",['Drama'],40,2020
Teen-age Fantasies: An Adult Documentary,1,5,"An explicit series of erotic vignettes centering on the sexual fantasies of adolescents: A nervous young woman makes love with a sensitive nice guy; an old man has sex with a teenage girl; a young lady gets so aroused watching her best gal pal make love to her boyfriend that she partakes in a lesbian make-out session with said gal pal before eventually engaging in a threesome; a cute girl aggressively seduces her timid boyfriend; and a gal engages in vigorous anal sex with her boyfriend. Meanwhile, Rene Bond demonstrates her remarkable prowess with fellatio in the wrap-around segments.",['Kids Today Know Where Their Head Is At!'],['Fantasy'],70,1971
Expensive Tastes,1,5,"Home from a date, a couple is brutally attacked in the man's apartment. After the smoke clears, the ashamed woman pleads that the police not be told. A suspicious cop persuades a lady friend to date the same man, and a similar attack ensues. It's revealed that the seemingly innocent man was in on the act, as a clever method to violate women.",['Spending freely on the indulgence of self-pleasure!'],['Crime'],70,1978
7 Into Snowy,1,5,"San Francisco. Snowy is a rich and beautiful young woman, living with her stepmother Fedora, who treats her with disgust. She asks her servant and lover Rodney to seduce Snowy.",['A Fairy Tale for Grown-Ups! The awakening of a wanton..!'],"['Comedy', 'Fantasy']",70,1978
Christine's Secret,1,5,Christine goes to her friend's rustic inn hoping to find sexual fulfillment amidst the idyllic setting and the other guests.,['Some secrets are too good to keep'],['Romance'],70,1986
Club Ecstasy,1,5,An erotic counselor at a European sex club introduces a female American executive to a smörgåsbord of sexual delights.,['Where Fantasies Come to Life!'],"['Comedy', 'Romance']",70,1987
30 Love,1,5,"Michael is a past-his-prime tennis pro that begrudging takes a job at a very exclusive tennis club. He soon learns that the clientele is a VERY friendly bunch. After an encounter with one of the sexy female members, he quickly gets a reputation for being a bit of a playboy. Before he knows it, all the women at the club are clamoring for one of his ""Private Lessons""... So grab your ""racquet"" and your ""furry balls"" and get ready for a whole lot of fun.",['When the Husbands Are Away... The MILFs Will Play'],['Comedy'],70,2009
Sex Raiders,1,5,"A professor unearths an ancient mask in Mayan ruins. The mask places a curse of premature death on anyone who wears it. However, they have an incredible sexual experience before they expire. The mask passes from owner to owner, and the curse is fulfilled in a variety of ways.","[""It's hot"", ""It's nasty and it's archaelogical"", 'dig?']",['Fantasy'],70,1996
The Wedding Day,1,5,"Something old - A lover from the past, Robert, returns to tell the Bride, Sabrina, that his love for her still fills his soul. Is Sabrina truly bound by love to her Groom-to-be, Jake? Something new - Jake's friend, Jason, lons for the touch of one particular older woman. Will his yearning be reciprocated by Marcia, Jake's mother? Something borrowed - Bridal party members, Peter &amp; Alexis are on borrowed time, as they are given the opportunity to caress their desires before the wedding is over and they have to return to living with miles &amp; miles between them. Something blue - The groom's sister, Carolyn, can't help but be overcome by loneliness as she feels abandoned by those that she loves most. But, when Cooper declares his love for her, will she let him into her heart?",['My whole heart for my whole life'],['Romance'],70,2010
Taboo 15: Only the Strong Survive,1,5,"Doctor Max is a dedicated psychiatrist counseling patients with troubled family histories. Through reenactment therapy, his clients re-think their most traumatic sexual experiences. The Doctor is quite successful in relieving their sense of guilt, but it's his assistant Jen Teal and a very special Dominatrix who must reactivate their sexuality. They soon discover that the good doctor suffers from a malady far worse than his patient's. But, to discuss it further her would be Taboo",['Taboo You?'],"['Romance', 'Drama', 'Thriller']",70,1995
Beyond Desire,1,5,"Most guys can only fantasize about being locked-up in a whorehouse full of gorgeous raving babes like SEKA and VANESSA DEL RIO... but for a private detective like me, Mark Lowe, it's all in a day's work (or should that be ""night's work?""). You see, Carla is afraid her little house of joy is going to be taken over by buddie Howie Mann... and that's where I fit in. As long as I'm watching over the place, Howie'll have a tough time pulling any funny stuff. Of course, my relationship with the girls is supposed to be ""purely professional,"" but things don't always work out the way you plan 'em - if you catch my drift.",['Beyond Love... Beyond Lust... Beyond Your Ultimate Fantasies!'],"['Comedy', 'Crime']",70,1986
Burning Snow,1,8,The beautiful Muriel comes to spend her vacation with her friend but everyone mistakes her for a notorious girl named Lorna. Now they are trying to find out whether she is really Muriel or Lorna.,"[""It's sizzling hot!""]",['Romance'],18,1984
My Sinful Life,1,5,"Luscious Danielle learns the sensual arts early from her adopted parents, she goes to live with her Aunt to start college. She quickly meets the hottest girl on campus and gains employment in a brothel where she learns things that she could never have imagined.",['School Girls By Day... Super Ladies Of The Night'],['Romance'],70,1983
Axel Braun's Squirt Class,1,5,"Sex school's in session, and this is a class you don't wanna miss! From acclaimed director Axel Braun comes a high-octane tour-de-fuck that will teach you the secrets of female ejaculation. You won't get a bad grade in Squirt Class ... as long as you bang the teacher!","[""You won't get a bad grade in Squirt Class""]",['Comedy'],70,2015
Saturday Night Porn 2,1,5,"Live from Canoga Park, it's...........Saturday Night Porn part two! You've never seen TV this hot. The filthiest late night television for your enjoyment. Tonights schedule...a whole lot of cocksucking, deep fucking, ass licking, and girl-girl action. So don't even touch that dial...  Enjoy watching milfs, housewives and lesbians as blondes and brunettes with big tits, tattoos, hairy pussies and long legs parade around in their lingerie, panties and stockings while having their breasts fondled and having their ass and pussies licked. There are many sexual acts such as, doggie, rimming, group sex, toe sucking, sex toys, face sitting, dildos, deepthroating, masturbation, handjob, fingering, anal play, cowgirl and then they will give blowjobs until they get cum shots all over their hot bodies and face. They even lick it up and eat it!","['Live from Canoga Park', ""it's...........Saturday Night Porn part two!""]",['Comedy'],70,1993
Anticipation,1,5,Erotic intrigue comes to a full boil in this story of two brothers who find themselves in a sticky situation when they begin lusting after each other's wives.,['Beyond temptation!...'],['Romance'],70,1982
Wild Side,1,5,Kayden Kross is a good girl tired of seeing her slutty roommate Angelina Valentine have all the fun. Angelina's sex filled romps have girlfriends Kagney Linn Karter and Alexis Venton following in her loose and hardcore ways. How long before Kayden gives into the temptation of casual sex and one night stands? This good girl is about to go bad and take a walk on the wild side.,['Just How Filthy Can A Clean Girl Get?'],['Drama'],70,2012
Girl In The Lift,1,5,"A businesswoman strips naked to carry up supplies in a grungy old cage elevator, only to be imprisoned there by the security guard, who proceeds to ""instruct"" her over the course of several days.",['Terror Perverse!'],['Horror'],54,2007
